"id","code","type","parent_id/id","name"
"l10n_hr_joppd_receipt_0027","0027","normal","l10n_hr_joppd_receipt_0021-0039","Ostali primici koji se isplaćuju uz plaću a koji se odnose se na bonuse i nagrade menadžmentu društva, članovima uprave i nadzornog odbora trgovačkog društva, te izvršnim i neizvršnim direktorima dioničkog društva"
"l10n_hr_joppd_receipt_0028","0028","normal","l10n_hr_joppd_receipt_0021-0039","Ostali primici koji se isplaćuju uz plaću a koji se odnose se na bonuse i nagrade menadžmentu društva, članovima uprave i nadzornog odbora trgovačkog društva, te izvršnim i neizvršnim direktorima dioničkog društva a koji su viši od najviše godišnje osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_0041-0049","0041-0049","view","l10n_hr_joppd_receipt_0001-0299","Obračun doprinosa za mjesec dana rada ili kraće od mjesec dana po osnovi radnog odnosa kada plaća nije isplaćena"
"l10n_hr_joppd_receipt_0041","0041","normal","l10n_hr_joppd_receipt_0041-0049","Obračun doprinosa po osnovi plaće"
"l10n_hr_joppd_receipt_0042","0042","normal","l10n_hr_joppd_receipt_0041-0049","Obračun doprinosa po osnovi plaće, a koja je viša od najviše mjesečne osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_0043","0043","normal","l10n_hr_joppd_receipt_0041-0049","Obračun doprinosa po osnovi plaće, a koja je viša od najviše godišnje osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_0044","0044","normal","l10n_hr_joppd_receipt_0041-0049","Naknadni obračun doprinosa po osnovi plaće za razdoblje do 31. prosinca 2002."
"l10n_hr_joppd_receipt_0045","0045","normal","l10n_hr_joppd_receipt_0041-0049","Obračun doprinosa primjenom najniže osnovice ukoliko ne postoji obveza isplate plaće"
"l10n_hr_joppd_receipt_0046","0046","normal","l10n_hr_joppd_receipt_0041-0049","Obračun ukoliko ne postoji obveza doprinosa za određene dane u mjesecu u osiguranju"
"l10n_hr_joppd_receipt_0051-0059","0051-0059","view","l10n_hr_joppd_receipt_0001-0299","Isplata zaostale plaće za mjesec dana rada ili kraće od mjesec dana za koju je prethodno izvršen obračun i zaduženi su doprinosi na punu osnovicu za radni odnos"
"l10n_hr_joppd_receipt_0051","0051","normal","l10n_hr_joppd_receipt_0051-0059","Isplata zaostale plaće za koju je prethodno izvršen obračun i zaduženi su doprinosi na punu osnovicu"
"l10n_hr_joppd_receipt_0052","0052","normal","l10n_hr_joppd_receipt_0051-0059","Isplata zaostale plaće za razdoblje do 31. prosinca 2002., a za koju je prethodno izvršen obračun i zaduženi su doprinosi na minimalnu osnovicu"
"l10n_hr_joppd_receipt_0061-0069","0061-0069","view","l10n_hr_joppd_receipt_0001-0299","Obračun obveze doprinosa za mjesec dana rada ili kraće od mjesec dana izaslanog radnika za koje se sukladno međunarodnom ugovoru ne obračunava predujam poreza na dohodak i prireza"
"l10n_hr_joppd_receipt_0061","0061","normal","l10n_hr_joppd_receipt_0061-0069","Obračun obveze doprinosa izaslanog radnika"
"l10n_hr_joppd_receipt_0062","0062","normal","l10n_hr_joppd_receipt_0061-0069","Obračun obveze doprinosa izaslanog radnika, a koja je viša od najviše mjesečne osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_0063","0063","normal","l10n_hr_joppd_receipt_0061-0069","Obračun obveze doprinosa izaslanog radnika, a koja je viša od najviše godišnje osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_0064","0064","normal","l10n_hr_joppd_receipt_0061-0069","Naknadni obračun obveze doprinosa izaslanog radnika za razdoblje do 31. prosinca 2002."
"l10n_hr_joppd_receipt_0071-0079","0071-0079","view","l10n_hr_joppd_receipt_0001-0299","Obveze iz radnog odnosa – za osobu koja je izaslana na rad u Republiku Hrvatsku"
"l10n_hr_joppd_receipt_0071","0071","normal","l10n_hr_joppd_receipt_0071-0079","Obračun poreza na dohodak po osnovi plaće osobi koja je izaslana na rad u Republiku Hrvatsku po nalogu inozemnog poslodavca u tuzemna društva za rad u tim društvima"
"l10n_hr_joppd_receipt_0072","0072","normal","l10n_hr_joppd_receipt_0071-0079","Obračun poreza na dohodak po osnovi ostalih primitaka osobi koja je izaslana na rad u Republiku Hrvatsku po nalogu inozemnog poslodavca u tuzemna društva za rad u tim društvima"
"l10n_hr_joppd_receipt_0081-0099","0081-0099","view","l10n_hr_joppd_receipt_0001-0299","Obveze iz radnog odnosa – za osobu koja radi za poslodavca u inozemstvu ili sa sjedištem u inozemstvu ili u drugoj državi članici Europske unije ili u diplomatskoj misiji ili konzularnom uredu strane države ili međunarodnih organizacija koje u Republici Hrvatskoj uživaju diplomatski imunitet i obveze iz radnog odnosa – stalnog sezonskog radnika"
"l10n_hr_joppd_receipt_0081","0081","normal","l10n_hr_joppd_receipt_0081-0099","Obračun poreza na dohodak osiguraniku po osnovi rada u diplomatskoj misiji ili konzularnom uredu strane države ili međunarodnih organizacija koje u Republici Hrvatskoj uživaju diplomatski imunitet"
"l10n_hr_joppd_receipt_0082","0082","normal","l10n_hr_joppd_receipt_0081-0099","Obračun doprinosa osiguraniku po osnovi rada u diplomatskoj misiji ili konzularnom uredu strane države ili međunarodnih organizacija koje u Republici Hrvatskoj uživaju diplomatski imunitet"
"l10n_hr_joppd_receipt_0083","0083","normal","l10n_hr_joppd_receipt_0081-0099","Obračun poreza na dohodak po osnovi plaće kod poslodavca u inozemstvu ili u drugoj državi članici Europske unije ili sa sjedištem u inozemstvu ili u drugoj državi članici Europske unije"
"l10n_hr_joppd_receipt_0084","0084","normal","l10n_hr_joppd_receipt_0081-0099","Obračun doprinosa po osnovi plaće kod poslodavca u inozemstvu ili u drugoj državi članici Europske unije ili sa sjedištem u inozemstvu ili u drugoj državi članici Europske unije"
"l10n_hr_joppd_receipt_0085","0085","normal","l10n_hr_joppd_receipt_0081-0099","Obračun poreza na dohodak i doprinosa po osnovi plaće kod poslodavca u inozemstvu ili u drugoj državi članici Europske unije ili sa sjedištem u inozemstvu ili u drugoj državi članici Europske unije"
"l10n_hr_joppd_receipt_0086","0086","normal","l10n_hr_joppd_receipt_0081-0099","Obračun poreza na dohodak i doprinosa osiguraniku po osnovi rada u diplomatskoj misiji ili konzularnom uredu strane države ili međunarodnih organizacija koje u Republici Hrvatskoj uživaju diplomatski imunitet i osiguranika po osnovi rada kod poslodavca s registriranim sjedištem ili mjestom poslovanja u drugoj državi članici Europske unije"
"l10n_hr_joppd_receipt_0087","0087","normal","l10n_hr_joppd_receipt_0081-0099","Obračun doprinosa osiguraniku po osnovi plaće za rad u diplomatskoj misiji ili konzularnom uredu strane države ili međunarodnih organizacija koje u Republici Hrvatskoj uživaju diplomatski imunitet, a koja je viša od najviše mjesečne osnovice"
"l10n_hr_joppd_receipt_0088","0088","normal","l10n_hr_joppd_receipt_0081-0099","Obračun doprinosa osiguraniku po osnovi plaće za rad u diplomatskoj misiji ili konzularnom uredu strane države ili međunarodnih organizacija koje u Republici Hrvatskoj uživaju diplomatski imunitet, a koja je viša od najviše godišnje osnovice"
"l10n_hr_joppd_receipt_0090","0090","normal","l10n_hr_joppd_receipt_0081-0099","Obračun doprinosa po osnovi plaće za mjesec dana rada za poslodavca iz druge države članice Europske unije ili sa sjedištem u drugoj državi članici Europske unije koja je viša od najviše mjesečne osnovice"
"l10n_hr_joppd_receipt_0091","0091","normal","l10n_hr_joppd_receipt_0081-0099","Obračun obveze doprinosa (produženo mirovinsko osiguranje) za mjesec dana osiguranja ili kraće, stalnog sezonskog radnika"
"l10n_hr_joppd_receipt_0092","0092","normal","l10n_hr_joppd_receipt_0081-0099","Obračun doprinosa po osnovi plaće za mjesec dana rada za poslodavca iz druge države članice Europske unije ili sa sjedištem u drugoj državi članici Europske unije, a koja je viša od najviše godišnje osnovice"
"l10n_hr_joppd_receipt_0093","0093","normal","l10n_hr_joppd_receipt_0081-0099","Obračun poreza na dohodak po osnovi ostalih primitaka za rad za inozemnog poslodavca, rad za poslodavca iz druge države članice Europske unije odnos rad za tuzemnog poslodavca kada se doprinosi plaćaju u drugoj državi članici Europske unije"
"l10n_hr_joppd_receipt_0094","0094","normal","l10n_hr_joppd_receipt_0081-0099","Obračun doprinosa po osnovi ostalih primitaka za rad za poslodavca iz druge države članice Europske unije ili sa sjedištem u drugoj državi članici Europske unije"
"l10n_hr_joppd_receipt_0095","0095","normal","l10n_hr_joppd_receipt_0081-0099","Obračun doprinosa po osnovi ostalih primitaka za rad za poslodavca iz druge države članice Europske unije ili sa sjedištem u drugoj državi članici Europske unije, a koji su viši od najviše godišnje osnovice"
"l10n_hr_joppd_receipt_0096","0096","normal","l10n_hr_joppd_receipt_0081-0099","Obračun poreza na dohodak osiguraniku po osnovi ostalih primitaka za rad u diplomatskoj misiji ili konzularnom uredu strane države ili međunarodnih organizacija koje u Republici Hrvatskoj uživaju diplomatski imunitet"
"l10n_hr_joppd_receipt_0097","0097","normal","l10n_hr_joppd_receipt_0081-0099","Obračun doprinosa osiguraniku po osnovi ostalih primitaka za rad u diplomatskoj misiji ili konzularnom uredu strane države ili međunarodnih organizacija koje u Republici Hrvatskoj uživaju diplomatski imunitet"
"l10n_hr_joppd_receipt_0098","0098","normal","l10n_hr_joppd_receipt_0081-0099","Obračun doprinosa osiguraniku po osnovi ostalih primitaka za rad u diplomatskoj misiji ili konzularnom uredu strane države ili međunarodnih organizacija koje u Republici Hrvatskoj uživaju diplomatski imunitet koji su viši od najviše godišnje osnovice"
"l10n_hr_joppd_receipt_0101-0119","0101-0119","view","l10n_hr_joppd_receipt_0001-0299","Poduzetnička plaća"
"l10n_hr_joppd_receipt_0101","0101","normal","l10n_hr_joppd_receipt_0101-0119","Primici po osnovi poduzetničke plaće koja je jednaka ili viša od propisane osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_0102","0102","normal","l10n_hr_joppd_receipt_0101-0119","Primici po osnovi poduzetničke plaće koja je niža od propisane osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_0103","0103","normal","l10n_hr_joppd_receipt_0101-0119","Obveze poduzetnika za doprinose prema propisanoj osnovici ukoliko se ne isplaćuje poduzetnička plaća"
"l10n_hr_joppd_receipt_0201-0299","0201-0299","view","l10n_hr_joppd_receipt_0001-0299","Primici po osnovi radnog odnosa isplaćeni temeljem sudske presude ili nagodbe iz članka 61. stavka 10. Pravilnika o porezu na dohodak"
"l10n_hr_joppd_receipt_0201","0201","normal","l10n_hr_joppd_receipt_0201-0299","Primici po osnovi isplate plaće prema sudskoj presudi ili nagodbi za prethodna porezna razdoblja po osnovi koje prethodno nije izvršen obračun i nisu zaduženi doprinosi"
"l10n_hr_joppd_receipt_0202","0202","normal","l10n_hr_joppd_receipt_0201-0299","Primici po osnovi isplate plaće prema sudskoj presudi ili nagodbi za prethodna porezna razdoblja po osnovi koje prethodno nije izvršen obračun i nisu zaduženi doprinosi, a koja je viša od najviše mjesečne osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_0203","0203","normal","l10n_hr_joppd_receipt_0201-0299","Primici po osnovi isplate plaće prema sudskoj presudi ili nagodbi za prethodna porezna razdoblja po osnovi koje prethodno nije izvršen obračun i nisu zaduženi doprinosi, a koja je viša od najviše godišnje osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_0204","0204","normal","l10n_hr_joppd_receipt_0201-0299","Obračun doprinosa po osnovi plaće za mjesec dana rada ili kraće, prema sudskoj presudi ili nagodbi za prethodna porezna razdoblja po osnovi koje prethodno nije izvršen obračun i nisu zaduženi doprinosi (neisplata plaće)"
"l10n_hr_joppd_receipt_0205","0205","normal","l10n_hr_joppd_receipt_0201-0299","Obračun doprinosa po osnovi plaće za mjesec dana rada ili kraće, prema sudskoj presudi ili nagodbi za prethodna porezna razdoblja po osnovi koje prethodno nije izvršen obračun i nisu zaduženi doprinosi, a koja je viša od najviše mjesečne osnovice za obračun doprinosa (neisplata plaće)"
"l10n_hr_joppd_receipt_0206","0206","normal","l10n_hr_joppd_receipt_0201-0299","Obračun doprinosa po osnovi plaće za mjesec dana rada ili kraće, prema sudskoj presudi ili nagodbi za prethodna porezna razdoblja po osnovi koje prethodno nije izvršen obračun i nisu zaduženi doprinosi, a koja je viša od najviše godišnje osnovice za obračun doprinosa (neisplata plaće)"
"l10n_hr_joppd_receipt_0207","0207","normal","l10n_hr_joppd_receipt_0201-0299","Obračun doprinosa na osnovicu u slučaju isplate plaće u bruto iznosu kada su doprinosi iz osnovice i porez na dohodak i prirez obračunani i uplaćeni od strane suda"
"l10n_hr_joppd_receipt_0208","0208","normal","l10n_hr_joppd_receipt_0201-0299","Primici po osnovi isplate plaće prema sudskoj presudi ili nagodbi za prethodna porezna razdoblja za koju je prethodno izvršen obračun i zaduženi su doprinosi"
"l10n_hr_joppd_receipt_0209","0209","normal","l10n_hr_joppd_receipt_0201-0299","Primici po osnovi isplate plaće prema sudskoj presudi ili nagodbi za prethodna porezna razdoblja do 31. prosinca 2002. i za koju je prethodno izvršen obračun doprinosa primjenom minimalne osnovice"
"l10n_hr_joppd_receipt_0210","0210","normal","l10n_hr_joppd_receipt_0201-0299","Primici po osnovi isplate plaće prema sudskoj presudi ili nagodbi osobi koja je izaslana na rad u Republiku Hrvatsku"
"l10n_hr_joppd_receipt_0211","0211","normal","l10n_hr_joppd_receipt_0201-0299","Obračun poreza na dohodak osiguraniku po osnovi rada u diplomatskoj misiji ili konzularnom uredu strane države ili međunarodnih organizacija koji u Republici Hrvatskoj uživaju diplomatski imunitet na primitak ostvaren temeljem sudske presude ili nagodbe"
"l10n_hr_joppd_receipt_0212","0212","normal","l10n_hr_joppd_receipt_0201-0299","Obračun doprinosa osiguraniku po osnovi rada u diplomatskoj misiji ili konzularnom uredu strane država ili međunarodnih organizacija koji u Republici Hrvatskoj uživaju diplomatski imunitet na primitak ostvaren temeljem sudske presude ili nagodbe"
"l10n_hr_joppd_receipt_0213","0213","normal","l10n_hr_joppd_receipt_0201-0299","Primici po osnovi isplate plaće prema sudskoj presudi ili nagodbi osobi koja je zaposlena kod poslodavca u inozemstvu ili sa sjedištem u inozemstvu"
"l10n_hr_joppd_receipt_0214","0214","normal","l10n_hr_joppd_receipt_0201-0299","Obračun obveze doprinosa za mjesec dana osiguranja ili kraće, stalnog sezonskog radnika prema sudskoj presudi ili nagodbi za prethodna porezna razdoblja po osnovi koje prethodno nije izvršen obračun i nisu zaduženi doprinosi"
"l10n_hr_joppd_receipt_0215","0215","normal","l10n_hr_joppd_receipt_0201-0299","Obračun doprinosa po osnovi prethodno isplaćene plaće i obračunanog i uplaćenog poreza za mjesec dana rada ili kraće, prema sudskoj presudi ili nagodbi za prethodna porezna razdoblja po osnovi koje prethodno nisu zaduženi doprinosi"
"l10n_hr_joppd_receipt_0216","0216","normal","l10n_hr_joppd_receipt_0201-0299","Obračun doprinosa po osnovi prethodno isplaćene plaće i obračunanog i uplaćenog poreza za mjesec dana rada ili kraće, prema sudskoj presudi ili nagodbi za prethodna porezna razdoblja po osnovi koje prethodno nisu zaduženi doprinosi, a koja je viša od najviše mjesečne osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_0217","0217","normal","l10n_hr_joppd_receipt_0201-0299","Obračun doprinosa po osnovi prethodno isplaćene plaće i obračunanog i uplaćenog poreza za mjesec dana rada ili kraće, prema sudskoj presudi ili nagodbi za prethodna porezna razdoblja po osnovi koje prethodno nije izvršen obračun i nisu zaduženi doprinosi, a koja je viša od najviše godišnje osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_0218","0218","normal","l10n_hr_joppd_receipt_0201-0299","Primici po osnovi isplate ostalih primitaka uz plaću prema sudskoj presudi ili nagodbi"
"l10n_hr_joppd_receipt_0219","0219","normal","l10n_hr_joppd_receipt_0201-0299","Primici po osnovi isplate ostalih primitaka uz plaću prema sudskoj presudi ili nagodbi koji su viši od najviše godišnje osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_0301-0399","0301-0399","view","l10n_hr_joppd_receipt_0001-0499","Primici po osnovi mirovina"
"l10n_hr_joppd_receipt_0301-0319","0301-0319","view","l10n_hr_joppd_receipt_0301-0399","Mirovine koje isplaćuje HZMO, a koje ne podliježu obvezi dodatnog doprinosa za zdravstveno osiguranje iz mirovina"
"l10n_hr_joppd_receipt_0301","0301","normal","l10n_hr_joppd_receipt_0301-0319","Mirovine koje ne podliježu obvezi dodatnog doprinosa za zdravstveno osiguranje iz mirovina"
"l10n_hr_joppd_receipt_0302","0302","normal","l10n_hr_joppd_receipt_0301-0319","Mirovine ili razlike mirovina koje ne podliježu obvezi dodatnog doprinosa za zdravstveno osiguranje iz mirovina, a koje se isplaćuju za više proteklih mjeseci istoga poreznog razdoblja (iste kalendarske godine)"
"l10n_hr_joppd_receipt_0303","0303","normal","l10n_hr_joppd_receipt_0301-0319","Mirovine ili razlike mirovina koje ne podliježu obvezi dodatnog doprinosa za zdravstveno osiguranje iz mirovina, a koje se isplaćuju za protekla porezna razdoblja (kalendarske godine)"
"l10n_hr_joppd_receipt_0321-0329","0321-0329","view","l10n_hr_joppd_receipt_0301-0399","Mirovine koje isplaćuje HZMO, a koje podliježu obvezi dodatnog doprinosa za zdravstveno osiguranje iz mirovina"
"l10n_hr_joppd_receipt_0321","0321","normal","l10n_hr_joppd_receipt_0321-0329","Mirovine koje podliježu obvezi dodatnog doprinosa za zdravstveno osiguranje iz mirovina"
"l10n_hr_joppd_receipt_0322","0322","normal","l10n_hr_joppd_receipt_0321-0329","Mirovine koje podliježu obvezi dodatnog doprinosa za zdravstveno osiguranje iz mirovina, a koja se isplaćuje za više proteklih mjeseci istoga poreznog razdoblja (iste kalendarske godine)"
"l10n_hr_joppd_receipt_0323","0323","normal","l10n_hr_joppd_receipt_0321-0329","Mirovine koje podliježu obvezi dodatnog doprinosa za zdravstveno osiguranje iz mirovina, a koje se isplaćuju za protekla porezna razdoblja (kalendarske godine)"
"l10n_hr_joppd_receipt_0331-0339","0331-0339","view","l10n_hr_joppd_receipt_0301-0399","Mirovine koje isplaćuju ostali isplatitelji"
"l10n_hr_joppd_receipt_0331","0331","normal","l10n_hr_joppd_receipt_0331-0339","Mirovine ostvarene na temelju individualne kapitalizirane štednje koje isplaćuju mirovinska osiguravajuća društva"
"l10n_hr_joppd_receipt_0332","0332","normal","l10n_hr_joppd_receipt_0331-0339","Mirovine ostvarene temeljem dokupa"
"l10n_hr_joppd_receipt_0333","0333","normal","l10n_hr_joppd_receipt_0331-0339","Mirovinske rente"
"l10n_hr_joppd_receipt_0334","0334","normal","l10n_hr_joppd_receipt_0331-0339","Mirovine ostvarene po ostaloj osnovi"
"l10n_hr_joppd_receipt_0335","0335","normal","l10n_hr_joppd_receipt_0331-0339","Mirovine ostvarene iz inozemstva"
"l10n_hr_joppd_receipt_0401-0499","0401-0499","view","l10n_hr_joppd_receipt_0001-0499","Ostali primici od nesamostalnog rada"
"l10n_hr_joppd_receipt_0401","0401","normal","l10n_hr_joppd_receipt_0401-0499","Primici po osnovi nesamostalnog rada iz članka 114. stavka 1. Zakona o doprinosima koji se isplaćuju bivšem radniku ili drugoj osobi umjesto bivšeg radnika"
"l10n_hr_joppd_receipt_0402","0402","normal","l10n_hr_joppd_receipt_0401-0499","Primici iz članka 114. stavka 2. Zakona o doprinosima od kojih se prema propisima o porezu na dohodak utvrđuje dohodak od nesamostalnog rada, a prema propisima o doprinosima drugi dohodak"
"l10n_hr_joppd_receipt_0403","0403","normal","l10n_hr_joppd_receipt_0401-0499","Ostali primici po osnovi nesamostalnog rada"
"l10n_hr_joppd_receipt_0404","0404","normal","l10n_hr_joppd_receipt_0401-0499","Ostali primici po osnovi nesamostalnog rada koji ne podliježu obvezi doprinosa"
"l10n_hr_joppd_receipt_0405","0405","normal","l10n_hr_joppd_receipt_0401-0499","Ostali primici po osnovi nesamostalnog rada prema kojima ne postoji obveza poreza na dohodak"
"l10n_hr_joppd_receipt_0406","0406","normal","l10n_hr_joppd_receipt_0401-0499","Obveze po konačnom godišnjem obračunu poreza na dohodak i prireza porezu na dohodak po osnovi dohotka od nesamostalnog rada"
"l10n_hr_joppd_receipt_0407","0407","normal","l10n_hr_joppd_receipt_0401-0499","Primici po osnovi nesamostalnog rada iz članka 114. stavka 1. Zakona o doprinosima koji se isplaćuju bivšem radniku ili drugoj osobi umjesto bivšeg radnika, a koja je viša od najviše godišnje osnovice"
"l10n_hr_joppd_receipt_0408","0408","normal","l10n_hr_joppd_receipt_0401-0499","Primici iz članka 114. stavka 2. Zakona o doprinosima od kojih se prema propisima o porezu na dohodak utvrđuje dohodak od nesamostalnog rada, a prema propisima o doprinosima drugi dohodak, a koja je viša od najviše godišnje osnovice"
"l10n_hr_joppd_receipt_0409","0409","normal","l10n_hr_joppd_receipt_0401-0499","Primici po osnovi nesamostalnog rada iz članka 114. stavka 1. Zakona o doprinosima koji se isplaćuju u obliku rente koju bivši poslodavac isplaćuje po sudskoj presudi članu obitelji bivšeg radnika,, te po osnovi tih primitaka ne postoji obveza doprinosa"
"l10n_hr_joppd_receipt_0410","0410","normal","l10n_hr_joppd_receipt_0401-0499","Primici po osnovi nesamostalnog rada iz članka 114. stavka 1. Zakona o doprinosima koji se isplaćuju umirovljenom bivšem radniku ili drugoj umirovljenoj osobi umjesto bivšeg radnika"
"l10n_hr_joppd_receipt_0411","0411","normal","l10n_hr_joppd_receipt_0401-0499","Ostali primici po osnovi nesamostalnog rada iz članka 114. stavka 1. Zakona o doprinosima koji se isplaćuju bivšem radniku ili drugoj osobi umjesto bivšeg radnika,a prema kojima ne postoji obveza doprinosa"
"l10n_hr_joppd_receipt_0412","0412","normal","l10n_hr_joppd_receipt_0401-0499","Primici iz članka 114. stavka 2. Zakona o doprinosima od kojih se prema propisima o porezu na dohodak utvrđuje dohodak od nesamostalnog rada, a prema propisima o doprinosima drugi dohodak prema kojima ne postoji obveza doprinosa na osnovicu"
"l10n_hr_joppd_receipt_0413","0413","normal","l10n_hr_joppd_receipt_0401-0499","Primici iz članka 114. stavka 2. Zakona o doprinosima od kojih se prema propisima o porezu na dohodak utvrđuje dohodak od nesamostalnog rada, a prema propisima o doprinosima drugi dohodak prema kojima ne postoji obveza doprinosa na osnovicu, a koji su viši od najviše godišnje osnovice"
"l10n_hr_joppd_receipt_0414","0414","normal","l10n_hr_joppd_receipt_0401-0499","Primici po osnovi nesamostalnog rada iz članka 212. stavka 2. Zakona o doprinosima koji se isplaćuju nasljedniku"
"l10n_hr_joppd_receipt_0415","0415","normal","l10n_hr_joppd_receipt_0401-0499","Obračun doprinosa po osnovi plaće u slučaju iz članka 212. stavak 2. Zakona o doprinosima"
"l10n_hr_joppd_receipt_0416","0416","normal","l10n_hr_joppd_receipt_0401-0499","Obračun doprinosa po osnovi plaće u slučaju iz članka 212. stavak 2. Zakona o doprinosima, a koja je viša od najviše mjesečne osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_0417","0417","normal","l10n_hr_joppd_receipt_0401-0499","Obračun doprinosa po osnovi plaće u slučaju iz članka 212. stavak 2. Zakona o doprinosima, a koja je viša od najviše godišnje osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_0418","0418","normal","l10n_hr_joppd_receipt_0401-0499","Obračun doprinosa po osnovi ostalih primitaka koji se isplaćuju uz plaću u slučaju iz članka 212. stavak 2. Zakona o doprinosima"
"l10n_hr_joppd_receipt_0419","0419","normal","l10n_hr_joppd_receipt_0401-0499","Obračun doprinosa po osnovi ostalih primitaka koji se isplaćuju uz plaću u slučaju iz članka 212. stavak 2. Zakona o doprinosima, a koja je viša od najviše godišnje osnovice za obračun doprinosa"
"l10n_hr_joppd_receipt_1001-1999","1001-1999","view","l10n_hr_joppd_receipt","PRIMICI OD KAPITALA"
"l10n_hr_joppd_receipt_1001-1099","1001-1099","view","l10n_hr_joppd_receipt_1001-1999","Primici od kojih se utvrđuje dohodak od kapitala"
"l10n_hr_joppd_receipt_1001","1001","normal","l10n_hr_joppd_receipt_1001-1099","Primici od kojih se utvrđuje dohodak od kapitala po osnovi dividendi i udjela u dobiti na temelju udjela u kapitalu"
"l10n_hr_joppd_receipt_1002","1002","normal","l10n_hr_joppd_receipt_1001-1099",Primici od kojih se utvrđuje dohodak od kapitala po osnovi izuzimanja i korištenja usluga članova trgovačkih društava za privatne potrebe (skrivene isplate dobiti) te izuzimanja fizičkih osoba koje obavljaju samostalnu djelatnost od koje se plaća porez na dobit
"l10n_hr_joppd_receipt_1003","1003","normal","l10n_hr_joppd_receipt_1001-1099","Primici u naravi od kojih se utvrđuje dohodak od kapitala po osnovi udjela u dobiti članova uprave i radnika trgovačkih društava koje ostvaruju putem dodjele ili opcijske kupnje vlastitih dionica"
"l10n_hr_joppd_receipt_1004","1004","normal","l10n_hr_joppd_receipt_1001-1099","Primici od kojih se utvrđuje dohodak od kapitala po osnovi kamata"
"l10n_hr_joppd_receipt_1005","1005","normal","l10n_hr_joppd_receipt_1001-1099","Ostali primici od kapitala"
